sample,time,s,sDot,sDDot,sDDDot,arcLength,tcpSpeed,px,py,pz,qw,qx,qy,qz,q1,q2,q3,q4,q5,q6,qd1,qd2,qd3,qd4,qd5,qd6,positionError,orientationError,ikIterations
49,2.450000000000,0.425000000000,0.200000000000,0.000000000000,0.000000000000,0.212500000000,0.100000000000,-0.209462121751,-0.451955508345,0.234227540927,0.271674073754,0.549862166183,-0.080650326108,0.785710074232,0.764493284150,-1.024363391875,1.534046994062,0.399860847533,-0.505615949273,0.539643867805,0.147663155742,-0.063497146661,0.157493346929,0.099058085786,0.017381939740,-0.180433286786,7.944775518131e-05,6.880561767381e-05,7
50,2.500000000000,0.435000000000,0.200000000000,0.000000000000,0.000000000000,0.217500000000,0.100000000000,-0.204462121751,-0.451955508345,0.234227540927,0.270291853944,0.548925653994,-0.079987789010,0.786908440474,0.771923064774,-1.027478077928,1.541849358832,0.404907856188,-0.504744438476,0.530522250764,0.149535142244,-0.061081904732,0.154610458683,0.102832023176,0.017458276094,-0.184463852865,7.945134599100e-05,6.881462400144e-05,7
51,2.550000000000,0.445000000000,0.200000000000,0.000000000000,0.000000000000,0.222500000000,0.100000000000,-0.199462121751,-0.451955508345,0.234227540927,0.268908373865,0.547986582370,-0.079324878959,0.788103137657,0.779446798375,-1.030471582348,1.549508039930,0.410144049850,-0.503870121664,0.521197482519,0.151420941267,-0.058649937475,0.151745822271,0.106624790837,0.017493168593,-0.188558377031,7.945481847623e-05,6.882393242057e-05,7
52,2.600000000000,0.455000000000,0.200000000000,0.000000000000,0.000000000000,0.227500000000,0.100000000000,-0.194462121751,-0.451955508345,0.234227540927,0.267523639968,0.547044955691,-0.078661599046,0.789294160213,0.787065158901,-1.033343071675,1.557023941059,0.415570335272,-0.502995121617,0.511666413061,0.153319861758,-0.056201421563,0.148899118019,0.110434873666,0.017484577504,-0.192714783985,7.945817098228e-05,6.883355248610e-05,7
53,2.650000000000,0.465000000000,0.200000000000,0.000000000000,0.000000000000,0.232500000000,0.100000000000,-0.189462121751,-0.451955508345,0.234227540927,0.266137658709,0.546100778348,-0.077997952363,0.790481502587,0.794778784551,-1.036091724504,1.564397951732,0.421187537217,-0.502121663913,0.501926004120,0.155231164098,-0.053736664616,0.146070095232,0.114260501987,0.017430433290,-0.196930669046,7.946140147208e-05,6.884349374343e-05,7
54,2.700000000000,0.475000000000,0.200000000000,0.000000000000,0.000000000000,0.237500000000,0.100000000000,-0.184462121751,-0.451955508345,0.234227540927,0.264750436550,0.545154054742,-0.077333942006,0.791665159243,0.802588275311,-1.038716738137,1.571630950582,0.426996385471,-0.501252078288,0.491973346156,0.157154058893,-0.051256109306,0.143258566291,0.118099641156,0.017328642264,-0.201203277268,7.946450752032e-05,6.885377540269e-05,7
55,2.750000000000,0.485000000000,0.200000000000,0.000000000000,0.000000000000,0.242500000000,0.100000000000,-0.179462121751,-0.451955508345,0.234227540927,0.263361979959,0.544204789288,-0.076669571069,0.792845124662,0.810494190440,-1.041217335435,1.578723808361,0.432997501333,-0.500388799687,0.481805676394,0.159087705848,-0.048760337260,0.140464400296,0.121949981484,0.017177092968,-0.205529482588,7.946748630766e-05,6.886438441390e-05,7
56,2.800000000000,0.495000000000,0.200000000000,0.000000000000,0.000000000000,0.247500000000,0.100000000000,-0.174462121751,-0.451955508345,0.234227540927,0.261972295410,0.543252986411,-0.076004842651,0.794021393343,0.818497045895,-1.043592771863,1.585677390611,0.439191383619,-0.499534368991,0.471420397897,0.161031212728,-0.046250072716,0.137687516198,0.125808928633,0.016973663312,-0.209905767236,7.947033461447e-05,6.887535931215e-05,7
57,2.850000000000,0.505000000000,0.200000000000,0.000000000000,0.000000000000,0.252500000000,0.100000000000,-0.169462121751,-0.451955508345,0.234227540927,0.260581389384,0.542298650551,-0.075339759851,0.795193959801,0.826597311713,-1.045842342707,1.592492559981,0.445578394196,-0.498691433356,0.460815099670,0.162983634427,-0.043726185788,0.134927875365,0.129673594702,0.016716228501,-0.214328201629,7.947304881346e-05,6.888668702922e-05,7
58,2.900000000000,0.515000000000,0.200000000000,0.000000000000,0.000000000000,0.257500000000,0.100000000000,-0.164462121751,-0.451955508345,0.234227540927,0.259189268364,0.541341786155,-0.074674325770,0.796362818568,0.834795409338,-1.047965390442,1.599170178148,0.452158743089,-0.497862746141,0.449987577735,0.164943972144,-0.041189695271,0.132185473553,0.133540790191,0.016402669778,-0.218792425060,7.947562486425e-05,6.889838028224e-05,7
